"Bhattasali, Deepak",5.0,100%,3
"Fleming, Matthew",5.0,100%,3
"Dionne, EJ",3.5,50%,2
"Han, Jun",1.6,N/A,3.1
"Kyle, Robert",4.8,N/A,2.3
"Sullivan, Michael",3.5,N/A,2.4
"Gossart, John",0.0,N/A,0
"Stern, Alena",0.0,N/A,0
"Mahini, Robert",0.0,N/A,0
"Al-Shamma, Kate",5.0,100%,2.2
"Neuendorf, Jill",4.6,94%,2.8
"Pechnikova, Anna",4.8,100%,3.8
"Boudovskaia, Elena",1.7,28%,4.3
"Moser, Svetlana",5.0,100%,2.8
"Gorski, Bradley",4.8,100%,3.7
"Mihaychuk, George",4.2,58%,3.4
"Fedorova, L",4.4,80%,2.3
"Meerson, Olga",4.5,100%,3.3
"Smith, Kathleen",4.6,100%,2.9
"Meyer, Kyle",5.0,100%,4
"Sabonis-Helf, Theresa",4.7,93%,3.3
"Jones, Meg",3.6,100%,2.2
"Mendenhall, Emily",4.6,90%,3.6
"Mathis, Jeremy",5.0,100%,2
"Toohey, Brian",4.0,50%,1.5
"Opalo, Vanessa",0.0,N/A,0
"Montgomery, Mark",3.6,50%,3.1
"Lawrence, Christopher",0.0,N/A,0
"Carroll, Thomas",0.0,N/A,0
"Cheung, Ivan",3.9,0%,3.2
"Rhodes, Andrew",3.8,100%,2.2
"Lickley, Megan",5.0,100%,4
"Tarter, Andrew",4.7,N/A,1.7
"Schroeder, Richard",1.0,0%,4
"Lieber, Keir",4.3,93%,3.1
"Tsarouhas, Dimitris",5.0,100%,4
"Weigold, Keon",4.0,100%,3
"Roberts, Kimberly",5.0,100%,4
"Hilaire, Max",3.3,58%,3.7
"Wineman, Bradford",0.0,N/A,0
"Bryant, Susan",3.5,100%,3.2
"Sterling, Brent",4.3,80%,3.3
"Stout, Mark",5.0,N/A,4
"Saunders, Elizabeth",4.5,100%,3.5
"Robinson, Michael",3.4,60%,2.9
"Moller, Sara",4.3,75%,3.6
"Lucas, Jack",3.5,80%,4.3
"Goldstein, Joshua",5.0,100%,1
"May, Andrew",2.5,N/A,2
"Murphy, Brian",4.4,N/A,2.3
"Rose, Caroline",4.7,100%,2.7
"Grady, Sandra",2.3,25%,3.9
"Phillips, David",3.5,N/A,2
"Mosher, David",4.8,100%,2.3
"Bartels, Elizabeth",4.1,0%,1.8
"Abuza, Zachary",3.7,N/A,3.8
"Yung, Chris",3.3,67%,2.7
"Marat, Erica",0.0,N/A,0
"Patterson, Rebecca",4.3,N/A,3
"Byman, Daniel",4.4,75%,3.3
"Wall, Amanda",5.0,N/A,2
"Robarge, David",0.0,N/A,0
"Modell, Scott",4.8,N/A,2
"London, Doug",3.1,0%,1.8
"Lee, Caitlin",4.7,N/A,2.4
"Harper, Sarah",3.6,77%,2.3
"Lin, Frank",3.5,100%,3.1
"Klein, John",4.1,N/A,2.9
"Omelicheva, Mariya",4.0,N/A,2.8
"Meese, Michael",4.5,N/A,3
"Hayes, Lauren",4.8,100%,2.5
"Bennett, Gina",2.5,0%,4
"Doyle, Paula",5.0,100%,3
"Mansourov, Alexandre",0.0,N/A,0
"Schultz, Tammy",4.5,N/A,4
"Brown, Jason",4.0,N/A,1
"Zilinskas, Rimas",0.0,N/A,0
"Bryant, Doug",4.0,67%,2.1
"Guidroz, Kathleen",3.2,50%,2.2
"Stiles, Sarah",4.7,94%,1.4
"Holland, Kimberlee",0.0,100%,0
"Kato, Yuki",4.3,78%,2
"Perkins, Kristin",0.0,N/A,0
"Newman, Alyssa",0.0,N/A,0
"White, Gregory",4.4,84%,2
"McNamara, Dennis",4.2,50%,2.5
"Tyson, Karolyn",4.2,77%,3.7
"Shedd, Carla",0.0,N/A,0
"Leow, Ronald",4.3,100%,2.9
"Goldman, Allison",2.0,0%,5
"Suarez De Cornejo, Ximen",3.7,82%,3.1
"Havenne, Maude",5.0,100%,2.5
"Sciacca, Michael",0.0,100%,0
"Biddanda, Varun",0.0,N/A,0
"Carvajal, Leonardo",5.0,100%,3
"Ruiz, Sandra",4.1,N/A,4.8
"Thinglum, Anne",4.3,100%,2.7
"Cornejo, Francisco",4.0,93%,2.5
"Amador, Raysa",3.4,0%,3.2
"Smidakova, Bohumira",4.5,94%,3
"Simorangkir, Monica",4.6,100%,2.5
"Maggi, Diego",4.5,100%,1.5
"Gevorgyan, Tatevik",4.0,100%,2
"Maccarone, Rahma",5.0,100%,2
"Ortega Luque, Angeles",5.0,100%,3
"Doniz, Zyanya",0.0,N/A,0
"Robinson, Annie",4.7,100%,2.3
"Fernandez, Victor",1.0,67%,3
"Ladino, Aned",4.0,100%,3
"Pereira, Alex",0.0,N/A,0
"Levenson, Ana",4.0,90%,3.2
"Stewart, Daniel",1.4,N/A,4.9
"Vander Wel, Austin",0.0,N/A,0
"Finnegan, Abbie",0.0,100%,0
"Ornelles, Annie",5.0,100%,2.3
"Yarbrough, Alyssa",5.0,100%,3
"Moreno, Maria",4.2,100%,2.8
"Edney, Drue",3.5,50%,3.5
"Vargas Henao, Katherin",5.0,100%,2.5
"Nikolic, Maja",5.0,100%,3
"McKeon, Conor",0.0,N/A,0
"Borowitz, Molly",4.3,80%,2.2
"Larubia-Prado, Francisco",4.1,100%,3.4
"Moreno, Sebastian",3.6,67%,3.4
"Gonzalez Barajas, Leopoldo",5.0,100%,3
"Salgado Portillo, Cesar",5.0,100%,3
"Santos, Vivaldo",4.0,50%,3
"Ramirez, Sara",4.1,89%,2.6
"Morales-Front, Alfonso",3.9,84%,2.6
"Sanz, Cristina",4.1,100%,3.5
"Yarza, Alejandro",4.4,88%,2.5
"Lifshey, Adam",4.0,67%,3
"Ferreira, Michael",3.7,75%,1.7
"Tosi, Justin",3.8,100%,3.7
"Akhtar, Sahar",5.0,100%,3
"Quinn, Dennis",4.1,100%,2.9
"Sawka, Kenneth",4.0,50%,3.5
"Brennan, Jason",4.4,100%,2.6
"Dunahay, David",4.5,90%,3.1
"English, William",4.7,100%,1.9
"Liu, Lizhi",4.4,84%,2.8
"Whitener, Mark",3.5,61%,3
"Verma, Dinesh",0.0,N/A,0
"DiGiorgi, Alicia",0.0,N/A,0
"Marshall, Sarah",5.0,100%,4
"Goldman, Derek",4.8,100%,2.5
"Werpehowski, William",4.2,84%,2.8
"Goines, Beverly",3.2,54%,3.2
"Steenhuisen, Lauve",4.3,97%,2.7
"Crowley-Buck, John",5.0,100%,2.5
"Cintron, Christian",5.0,100%,3
"Bonnette, Kathleen",5.0,100%,2
"Gertz, Steven",3.0,67%,3.8
"Morici, Rosanne",4.2,96%,2.4
"Lamm, Julia",3.5,44%,3.5
"Sayilgan, Mehmet",4.2,92%,1.8
"Slater, Michael",4.1,72%,2.6
"Zaina, Lisa",4.5,89%,2.6
"Oskvig, Bryant",4.4,79%,1.4
"OConnell, Luke",4.3,85%,3.1
"Cho, Min-Ah",4.3,94%,2.3
"Kim, Ray",3.0,100%,2.8
"Akinade, Akintunde",4.3,100%,2
"Shabana, Ayman",4.0,N/A,2.2
"Lupu, Alexandra",0.0,N/A,0
"Mitchell, Alan",4.3,92%,2.3
"Koester, Anne",4.6,90%,1.4
"Sharan, Brahmachari",4.8,100%,2.2
"Butticci, Annalisa",2.8,45%,2.2
"Yanko, Catherine",2.7,100%,3
"Daniels, Kim",0.0,100%,0
"Lefebure, Leo",4.0,89%,2.5
"Hollenbach, David",3.0,50%,4
"Wilson, Stephen",4.4,89%,2.8
"Antus, Elizabeth",4.8,100%,2.6
"Siddiqui, Sohaira",4.1,N/A,3.1
"Steck, Christopher",3.2,54%,2.8
"Glucklich, Ariel",3.5,50%,2.9
"Folan, Peter",4.2,84%,3.4
"Phan, Peter",4.1,88%,2.4
"Hudson, Barry",0.0,N/A,0
"Miller, Philip",4.8,N/A,3.5
"Rodriguez, Olga",4.5,100%,2
"Albanese, Chris",4.4,100%,3
"Gur, Zeynep",5.0,N/A,2
"Ciddi, Sinan",4.8,100%,2.5
"Colbert, Soyica",3.4,34%,3
"Wisler, Andria",4.5,N/A,3.2
"Hurley, Katherine",0.0,N/A,0
"Danylevich, Theodora",4.7,100%,2
"Kenney, Kristie",5.0,100%,1
"Warner, Judith",4.1,N/A,2.3
"Lewis, Abigail",3.6,50%,3.7
"Hosseini, Fatemeh",0.0,N/A,0
"Floyd, Brian",3.5,0%,2.4
"Wright, John",3.3,N/A,3.8
"Lipscomb, David",4.2,88%,2.9
"Malloy, Michael",3.0,0%,1
"Park, You-me",3.7,100%,2
"Christopher, Emerald",4.5,90%,2
"Nourbakhsh, Safoura",3.1,54%,3.8
"Forrest, Brady",3.2,40%,3
"Velez, Elizabeth",3.9,100%,3.1
"Kovach, Laura",5.0,100%,2
"Biermayr-Jenzano, Patricia",4.0,75%,2.5
"Hoefling, Tricia",5.0,100%,2
"Johnson, Amena",4.0,100%,3
"Brazile, Donna",3.2,30%,2.4
"Maxwell, Monica",5.0,100%,1.2
"Rudd, LeeAnn",5.0,N/A,1.8
"Day, Stacy",5.0,100%,2
"Tarsa, Rebecca",4.5,87%,2.5
"Bieda, Casey",5.0,50%,2
"Benson, Schuler",5.0,100%,2
"Palmeri, Jason",4.9,100%,1.8
"Gretes, Andrew",0.0,100%,0
"Seifert, Nick",4.0,100%,1
"Atherton, Daniel",0.0,N/A,0
"Chehak, Molly",5.0,100%,4
